merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c000900,A037500,3295718,Medium Food & Beverage company operating a family-style restaurant,Medium,12000000,Food & Beverage,Active,2017/8/14,p030189
c000901,A037501,5286314,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,15000000,Food & Beverage,Active,2016/8/22,p035255
c000902,A037502,2947806,Medium Food & Beverage restaurant chain,Medium,15000000,Food & Beverage,Active,2018/5/11,p031684
c000903,A037503,4175902,Medium chain of casual dining restaurants serving regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/11/8,p033076
c000904,A037604,4693725,Medium chain restaurant specializing in regional Chinese cuisine,Medium,28000000,Food & Beverage,Active,2017/8/22,p030964
c000905,A037605,1398427,Medium Food & Beverage chain restaurant offering family dining,Medium,15000000,Food & Beverage,Active,2016/11/22,p036723
c000906,A037606,5039472,Medium-sized retail chain specializing in home appliances and electronics,Medium,25000000,Retail,Active,2015/8/12,p028568
c000907,A037607,3581974,Large wholesale company specializing in building materials,Large,120000000,Manufacturing,Active,2012/7/18,p030545
c000908,A037708,3295718,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2010/11/3,p034404
c000909,A037709,1527806,Medium chain restaurant offering regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2018/7/10,p033774
c000910,A037710,1683509,Medium chain restaurant offering casual dining and takeaway,Medium,12000000,Food & Beverage,Active,2018/7/22,p028377
c000911,A037711,2486137,Medium chain restaurant offering fast casual dining,Medium,12000000,Food & Beverage,Active,2015/8/22,p032500
c000912,A037812,4528071,Medium chain restaurant specializing in regional cuisine,Medium,18000000,Food & Beverage,Active,2015/8/11,p032431
c000913,A037813,3468205,Medium Food & Beverage company operating a regional chain of family-style restaurants,Medium,15000000,Food & Beverage,Active,2018/7/22,p028184
c000914,A037814,5039472,Medium chain store specializing in fitness equipment and apparel,Medium,15000000,Retail,Active,2016/8/10,p032243
c000915,A037815,1047286,Medium restaurant chain specializing in regional cuisine,Medium,15000000,Food & Beverage,Active,2017/8/23,p027758
c000916,A037916,3581974,Medium chain restaurant specializing in traditional Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2016/8/22,p033892
c000917,A037917,3581974,Medium Food & Beverage company operating a casual dining restaurant,Medium,15000000,Food & Beverage,Active,2018/7/22,p029851
c000918,A037918,3186407,Medium chain restaurant specializing in Chinese hot pot,Medium,18000000,Food & Beverage,Active,2016/11/8,p028105
c000919,A037919,2947806,Medium chain restaurant specializing in regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2016/11/8,p033901
c000920,A038020,4871609,Medium-sized restaurant chain offering casual dining,Medium,15000000,Food & Beverage,Active,2018/5/20,p035186
c000921,A038021,4528071,Medium regional chain of casual family restaurants,Medium,18000000,Food & Beverage,Active,2016/11/8,p031876
c000922,A038022,4528071,Medium Food & Beverage chain restaurant serving regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/14,p030555
c000923,A038023,3186407,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2015/7/22,p035743
c000924,A038124,3071954,Medium Food & Beverage company operating a popular full-service restaurant,Medium,12000000,Food & Beverage,Active,2017/8/22,p032322
c000925,A038125,1047286,Medium chain restaurant offering family dining and takeaway services,Medium,15000000,Food & Beverage,Active,2016/8/12,p029691
c000926,A038126,2046713,Medium chain restaurant serving regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2017/11/22,p031025
c000927,A038127,4175902,Medium chain restaurant offering casual dining and beverages,Medium,20000000,Food & Beverage,Active,2017/8/11,p028969
c000928,A038228,1047286,Large Manufacturing company specializing in industrial machinery components,Large,120000000,Manufacturing,Active,2005/11/3,p032385
c000929,A038229,5039472,Medium chain restaurant offering casual dining and regional cuisine,Medium,18000000,Food & Beverage,Active,2017/8/14,p034202
c000930,A038230,2486137,Large wholesale company distributing industrial machinery parts,Large,125000000,Manufacturing,Active,2012/8/11,p035455
c000931,A038231,3581974,Medium Food & Beverage company operating a full-service Italian restaurant,Medium,15000000,Food & Beverage,Active,2017/8/22,p028885
c000932,A038332,1683509,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2016/8/22,p034514
c000933,A038333,4381267,Medium Food & Beverage company operating a full-service restaurant,Medium,15000000,Food & Beverage,Active,2018/6/10,p031573
c000934,A038334,1265934,Medium chain restaurant offering casual dining and takeout,Medium,15000000,Food & Beverage,Active,2018/5/22,p028564
c000935,A038335,2486137,Medium chain restaurant offering casual dining and takeaway,Medium,20000000,Food & Beverage,Active,2016/8/10,p035132
c000936,A038436,2657408,Medium chain restaurant offering casual dining and takeout services,Medium,12500000,Food & Beverage,Active,2018/7/22,p031348
c000937,A038437,2046713,Medium chain restaurant offering regional cuisine and casual dining,Medium,20000000,Food & Beverage,Active,2016/7/11,p032744
c000938,A038438,1872056,Medium-sized chain restaurant offering fast-casual Asian cuisine,Medium,12000000,Food & Beverage,Active,2018/7/12,p028145
c000939,A038439,1047286,Medium chain restaurant serving casual dining and beverages,Medium,12000000,Food & Beverage,Active,2017/8/14,p036856
c000940,A038540,2657408,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/8/22,p030250
c000941,A038541,5039472,Medium-sized chain restaurant offering casual dining and catering services,Medium,15000000,Food & Beverage,Active,2017/8/14,p034776
c000942,A038542,3295718,Medium chain restaurant offering casual dining and takeout service,Medium,12000000,Food & Beverage,Active,2017/8/22,p036551
c000943,A038543,2486137,Medium Food & Beverage company operating a popular family restaurant chain,Medium,15000000,Food & Beverage,Active,2016/8/11,p029673
c000944,A038644,2793615,Medium Food & Beverage company operating a popular regional bakery and cafe chain,Medium,12500000,Food & Beverage,Active,2016/8/10,p035726
c000945,A038645,5472906,Medium chain restaurant specializing in family-style dining,Medium,25000000,Food & Beverage,Active,2017/8/14,p030128
c000946,A038646,2657408,Medium chain restaurant offering fast casual dining,Medium,12000000,Food & Beverage,Active,2019/5/22,p036065
c000947,A038647,3071954,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/8/11,p036972
c000948,A038748,3186407,Small Food & Beverage company operating a neighborhood bakery and cafe,Small,2800000,Food & Beverage,Active,2019/11/5,p031872
c000949,A038749,3071954,Medium Food & Beverage company operating a chain of family restaurants,Medium,25000000,Food & Beverage,Active,2012/7/18,p033468
c000950,A038750,3581974,Medium Food & Beverage company operating a popular regional dumpling restaurant chain,Medium,12000000,Food & Beverage,Active,2017/8/22,p034455
c000951,A038751,1683509,Medium regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2017/8/22,p028409
c000952,A038852,3714628,Medium chain of family-style restaurants offering casual dining,Medium,18000000,Food & Beverage,Active,2015/7/10,p036162
c000953,A038853,4528071,Medium Food & Beverage chain specializing in fast-casual dining,Medium,18500000,Food & Beverage,Active,2016/9/22,p031293
c000954,A038854,3468205,"Small convenience store offering snacks, drinks, and daily essentials",Small,3000000,Retail,Active,2019/8/12,p032155
c000955,A038855,1872056,Small food stall specializing in traditional breakfast items and tea,Small,1800000,Food & Beverage,Active,2019/11/5,p028737
c000956,A038956,2367901,"Small neighborhood convenience store selling snacks, drinks, and daily essentials",Small,1500000,Retail,Active,2021/8/22,p029723
c000957,A038957,2486137,Medium chain restaurant offering casual dining and takeout,Medium,20000000,Food & Beverage,Active,2017/11/22,p033454
c000958,A038958,4528071,Medium-sized chain restaurant in the Food & Beverage industry,Medium,25000000,Food & Beverage,Active,2017/11/8,p029192
c000959,A038959,4175902,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/11/3,p030619
c000960,A039060,3862507,Medium chain restaurant offering Sichuan cuisine and beverages,Medium,15000000,Food & Beverage,Active,2017/11/8,p037201
c000961,A039061,3714628,Medium casual dining restaurant chain offering Asian cuisine,Medium,18000000,Food & Beverage,Active,2018/5/11,p032142
c000962,A039062,3071954,Medium chain restaurant offering regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2015/8/22,p034825
c000963,A039063,1872056,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,12000000,Food & Beverage,Active,2018/6/10,p034920
c000964,A039164,5286314,Medium chain restaurant offering regional cuisine and beverages,Medium,18000000,Food & Beverage,Active,2016/9/22,p034700
c000965,A039165,3071954,Medium-sized chain restaurant offering casual dining and delivery services,Medium,18000000,Food & Beverage,Active,2014/7/11,p037509
c000966,A039166,1398427,Small food stall specializing in local street food and snacks,Small,1500000,Food & Beverage,Active,2021/5/22,p032221
c000967,A039167,4381267,Medium Food & Beverage company operating a popular dim sum restaurant chain,Medium,18000000,Food & Beverage,Active,2018/7/22,p032974
c000968,A039268,4381267,Medium Food & Beverage company operating a multi-city pizza restaurant chain,Medium,12500000,Food & Beverage,Active,2018/7/22,p036857
c000969,A039269,2046713,Medium chain restaurant serving regional cuisine and beverages,Medium,15000000,Food & Beverage,Active,2015/8/22,p032373
c000970,A039270,3581974,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2018/5/20,p030758
c000971,A039271,3295718,Medium chain of quick-service coffee shops,Medium,15000000,Food & Beverage,Active,2015/8/10,p029962
c000972,A039372,1872056,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2013/7/10,p032055
c000973,A039373,4175902,Medium Food & Beverage company operating a regional chain of family-friendly restaurants,Medium,12500000,Food & Beverage,Active,2018/7/21,p037256
c000974,A039374,4175902,Medium chain restaurant offering casual dining and takeaway services,Medium,12000000,Food & Beverage,Active,2017/8/22,p033620
c000975,A039375,5286314,Medium chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2012/8/22,p031769
c000976,A039476,4381267,Medium-sized chain store providing casual dining and coffee,Medium,18000000,Food & Beverage,Active,2016/8/11,p037749
c000977,A039477,3186407,Medium casual dining restaurant chain serving local cuisine,Medium,12000000,Food & Beverage,Active,2017/8/22,p032911
c000978,A039478,5286314,Medium-sized chain restaurant specializing in regional noodle dishes,Medium,15000000,Food & Beverage,Active,2017/8/11,p031459
c000979,A039479,3581974,Small convenience store offering daily groceries and household essentials,Small,3500000,Retail,Active,2019/8/14,p030788
c000980,A039580,4027316,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p036484
c000981,A039581,2793615,Medium restaurant offering casual dining and takeaway services,Medium,18000000,Food & Beverage,Active,2017/8/11,p031627
c000982,A039582,1265934,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2016/8/22,p035251
c000983,A039583,1683509,Medium chain restaurant offering regional cuisine and family dining,Medium,15000000,Food & Beverage,Active,2017/8/12,p036531
c000984,A039684,5039472,Medium Food & Beverage company operating a regional chain of quick-service restaurants,Medium,15000000,Food & Beverage,Active,2017/11/8,p037402
c000985,A039685,1872056,Medium Food & Beverage company operating a full-service Italian restaurant,Medium,12000000,Food & Beverage,Active,2016/8/22,p034382
